wavelength,energy,-2_absorption,-4_absorption,0_absorption,10_absorption,2_absorption,4_absorption,6_absorption,8_absorption,-2_abs_diff,-4_abs_diff,0_abs_diff,10_abs_diff,2_abs_diff,4_abs_diff,6_abs_diff,8_abs_diff
400.0,3.1,0.521270133513261,0.5339186513678498,0.5209149588530357,0.2641262832746303,0.5202246612642936,0.5435327189759329,0.26210957297158055,0.2688663764897201,0.000355174660225277,0.013003692514814036,0.0,-0.25678867557840546,-0.0006902975887421725,0.02261776012289718,-0.2588053858814552,-0.2520485823633156
404.0,3.0693069306930694,0.5175623654033346,0.5308940981718837,0.51827375559657,0.2651036518212406,0.5178464572246522,0.5161096418183677,0.2608613882106998,0.2680200044772372,-0.0007113901932354061,0.012620342575313748,0.0,-0.25317010377532934,-0.00042729837191779474,-0.002164113778202248,-0.25741236738587014,-0.2502537511193328
408.0,3.0392156862745097,0.5139413773774371,0.5273933441873926,0.5163415048153457,0.26363399129166387,0.5165859691666013,0.5123170342739505,0.259002492101414,0.2662622830326671,-0.002400127437908628,0.011051839372046901,0.0,-0.2527075135236818,0.00024446435125557997,-0.004024470541395209,-0.25733901271393167,-0.2500792217826786
412.0,3.0097087378640777,0.5109587860153939,0.5240348855129529,0.5129599645137373,0.2623148677585012,0.5123791563452695,0.5086553780358616,0.2580840694679305,0.2645156537309521,-0.002001178498343359,0.011074920999215587,0.0,-0.25064509675523605,-0.000580808168467728,-0.004304586477875683,-0.25487589504580677,-0.24844431078278517
416.0,2.980769230769231,0.5076495536919989,0.5213961135660856,0.510082004208217,0.2612659349085489,0.5089564773657929,0.5063193508338406,0.2573261938652256,0.26355915317385303,-0.0024324505162180987,0.011314109357868585,0.0,-0.24881606929966815,-0.0011255268424241738,-0.0037626533743764234,-0.25275581034299144,-0.246522851034364
420.0,2.9523809523809526,0.506407677156415,0.5191674090898155,0.5078683329306177,0.26084365760051753,0.5068449325454418,0.5043465093640154,0.25616227205237974,0.2630308591273789,-0.0014606557742027348,0.011299076159197785,0.0,-0.2470246753301002,-0.0010234003851758988,-0.0035218235666023556,-0.251706060878238,-0.24483747380323884
424.0,2.9245283018867925,0.505067667468722,0.5180907108484756,0.5064488989741589,0.26094274088633984,0.5058550878123789,0.5025765831652091,0.25637159105718976,0.26313872101500047,-0.0013812315054368973,0.011641811874316677,0.0,-0.24550615808781906,-0.0005938111617800335,-0.0038723158089497556,-0.25007730791696914,-0.24331017795915844
428.0,2.897196261682243,0.5039762982725327,0.5170682815165488,0.5055301949928328,0.260496428064392,0.5050976553345097,0.5014574412376014,0.25690423693597775,0.2632926253600676,-0.001553896720300152,0.011538086523716018,0.0,-0.2450337669284408,-0.0004325396583231278,-0.0040727537552314175,-0.24862595805685506,-0.24223756963276522
432.0,2.8703703703703702,0.5040841474872213,0.5165303794497986,0.5051901277557236,0.2596665558785338,0.5045418032600952,0.5009456082626174,0.2561821042419574,0.26268642465354386,-0.0011059802685022824,0.011340251694075043,0.0,-0.24552357187718976,-0.0006483244956283496,-0.004244519493106225,-0.24900802351376616,-0.24250370310217972
436.0,2.8440366972477062,0.5029537296919486,0.5160845458996379,0.5049049066389897,0.25938351320255193,0.5039738969637209,0.5005112077223504,0.2557534933687191,0.26168924631197,-0.0019511769470410556,0.011179639260648244,0.0,-0.24552139343643775,-0.0009310096752688235,-0.0043936989166393214,-0.24915141327027057,-0.2432156603270197
440.0,2.8181818181818183,0.5029873567331036,0.5153397485191449,0.5048930046332929,0.2581100911737828,0.5044559214844357,0.49936428396620314,0.2549255595117077,0.2603562775599946,-0.0019056479001893223,0.010446743885851983,0.0,-0.2467829134595101,-0.0004370831488571536,-0.005528720667089759,-0.2499674451215852,-0.24453672707329832
444.0,2.7927927927927927,0.5041200853225827,0.516695765542216,0.505948761508382,0.25671948401104205,0.5061427234177205,0.5005167910685668,0.25395474130274365,0.25881448890025505,-0.001828676185799294,0.010747004033833996,0.0,-0.24922927749733992,0.00019396190933851365,-0.005431970439815137,-0.2519940202056383,-0.24713427260812693
448.0,2.767857142857143,0.5059436450609083,0.5184933847787163,0.5071078888320031,0.2554692313214073,0.5078828890765228,0.5016214299943949,0.25332556403366646,0.25794164097177696,-0.0011642437710948084,0.011385495946713231,0.0,-0.2516386575105958,0.000775000244519708,-0.005486458837608232,-0.2537823247983366,-0.24916624786022612
452.0,2.743362831858407,0.5059029523907739,0.5183499838989425,0.5075170597451417,0.2545681684189183,0.5078490338322565,0.5012982017704029,0.2528807895660268,0.25690415450886084,-0.0016141073543678441,0.010832924153800771,0.0,-0.25294889132622345,0.000331974087114828,-0.006218857974738867,-0.25463627017911494,-0.2506129052362809
456.0,2.719298245614035,0.5050203293872411,0.5166785356735644,0.5060759915409336,0.25386339914515466,0.5061580336736784,0.49986234344714897,0.2521816079092263,0.2560996704870335,-0.0010556621536925714,0.010602544132630731,0.0,-0.252212592395779,8.204213274476402e-05,-0.006213648093784663,-0.25389438363170735,-0.2499763210539001
460.0,2.6956521739130435,0.5032681915486472,0.5141940144843047,0.5041890166817189,0.2536333341405461,0.5028405134062333,0.49745563709039864,0.25161743435868256,0.25502941052178274,-0.0009208251330716788,0.010004997802585791,0.0,-0.2505556825411728,-0.0013485032754856352,-0.006733379591320254,-0.25257158232303634,-0.24915960615993615
464.0,2.6724137931034484,0.5011689159003252,0.5121046409676522,0.5014094820057613,0.25180677801382045,0.5004001325368101,0.49503662915452895,0.25128565364231825,0.25428243444995635,-0.0002405661054361019,0.010695158961890883,0.0,-0.24960270399194084,-0.0010093494689511484,-0.006372852851232347,-0.25012382836344305,-0.24712704755580495
468.0,2.6495726495726495,0.49888691136051055,0.5097090690988895,0.49909210415974714,0.2517147765278669,0.49828154046632456,0.49293364116704885,0.2510118333183873,0.2537419019698077,-0.0002051927992365865,0.010616964939142326,0.0,-0.24737732763188025,-0.0008105636934225835,-0.006158462992698288,-0.24808027084135986,-0.24535020218993941
472.0,2.6271186440677967,0.49696480737759074,0.5076448915828427,0.49735945806609316,0.2516422997309262,0.49651993920947657,0.4907687487206256,0.2509895760184433,0.25374605148063223,-0.00039465068850241813,0.010285433516749487,0.0,-0.24571715833516694,-0.0008395188566165945,-0.006590709345467571,-0.24636988204764987,-0.24361340658546093
476.0,2.6050420168067228,0.49549817058088874,0.5060079953142838,0.4962141020940749,0.2519649785364091,0.49513508122506567,0.48878490098049476,0.25154776051019656,0.25382722054016793,-0.0007159315131861632,0.009793893220208849,0.0,-0.24424912355766581,-0.0010790208690092395,-0.007429201113580142,-0.24466634158387834,-0.24238688155390697
480.0,2.5833333333333335,0.4942216355135074,0.5051617936062984,0.4953430806241519,0.25236031123781255,0.4939567133541798,0.4882027351015106,0.2520936647273033,0.2540480048774547,-0.0011214451106444923,0.009818712982146538,0.0,-0.24298276938633934,-0.0013863672699720997,-0.0071403455226413115,-0.24324941589684856,-0.24129507574669717
484.0,2.56198347107438,0.4945551720291679,0.5059928604797448,0.49561747675041823,0.2528741331422588,0.49409098158492193,0.48840730022336976,0.25364437492467573,0.2552154416038048,-0.0010623047212503511,0.01037538372932656,0.0,-0.2427433436081594,-0.0015264951654963,-0.007210176527048473,-0.2419731018257425,-0.2404020351466134
488.0,2.540983606557377,0.496408058266927,0.5074035739696203,0.4971092774908039,0.2552994802380619,0.4954101915645188,0.48946444761831276,0.25560552574805406,0.2572737011176618,-0.0007012192238768922,0.010294296478816412,0.0,-0.241809797252742,-0.0016990859262850933,-0.0076448298724911545,-0.24150375174274985,-0.23983557637314212
492.0,2.5203252032520327,0.49950272194114986,0.5102029344820487,0.49979321012527045,0.257922064045115,0.4980307165209512,0.49035546388225515,0.2586558686530327,0.26013903992483844,-0.0002904881841205853,0.010409724356778227,0.0,-0.24187114608015547,-0.0017624936043192374,-0.0094377462430153,-0.24113734147223775,-0.239654170200432
496.0,2.5,0.5040537403224177,0.5139885538726132,0.5037165711555762,0.2611825378046422,0.501925643626935,0.4929309767662806,0.2626114625660978,0.2637565725118718,0.0003371691668414556,0.010271982717036998,0.0,-0.24253403335093404,-0.001790927528641184,-0.010785594389295605,-0.24110510858947842,-0.23995999864370443
500.0,2.48,0.5081002772670229,0.5182653545606346,0.5082220679271967,0.26501786408918204,0.5058195104240852,0.4970007546125357,0.26641897352095634,0.2675477813431797,-0.00012179066017381501,0.010043286633437898,0.0,-0.24320420383801467,-0.0024025575031114688,-0.01122131331466103,-0.24180309440624037,-0.24067428658401702
504.0,2.4603174603174605,0.512576624881868,0.5228432293007004,0.512564254283639,0.2688544588220423,0.5101205957284838,0.5015676833640814,0.27038905087404164,0.27172911803975075,1.2370598228894636e-05,0.01027897501706132,0.0,-0.24370979546159677,-0.0024436585551552703,-0.010996570919557636,-0.24217520340959742,-0.2408351362438883
508.0,2.440944881889764,0.5171337192377239,0.5274676856841065,0.5169267980102861,0.2728813648366657,0.5146424316883205,0.5062797935827246,0.27491733866484447,0.27617151519566496,0.00020692122743781738,0.010540887673820443,0.0,-0.24404543317362037,-0.002284366321965603,-0.010647004427561502,-0.2420094593454416,-0.2407552828146211
512.0,2.421875,0.5218849732797124,0.532196142840544,0.521355752751488,0.2778638998288836,0.5191142853731767,0.5109128400025646,0.27969157046555626,0.2803508904754597,0.0005292205282243501,0.010840390089055907,0.0,-0.24349185292260445,-0.0022414673783113237,-0.010442912748923394,-0.24166418228593178,-0.24100486227602835
516.0,2.4031007751937983,0.5264589912870501,0.5364537037004533,0.5258292082173692,0.28208815559874933,0.5240962979323747,0.5148313673000373,0.283947428177892,0.28465761908128506,0.0006297830696808671,0.010624495483084084,0.0,-0.2437410526186199,-0.00173291028499456,-0.010997840917331914,-0.24188178003947725,-0.24117158913608416
520.0,2.3846153846153846,0.5307353692407646,0.5411395958745826,0.5299363073671421,0.28633758797668185,0.5283353958441066,0.5191360432241365,0.28776808524243336,0.28915200741819636,0.000799061873622442,0.011203288507440456,0.0,-0.2435987193904603,-0.001600911523035542,-0.010800264143005611,-0.2421682221247088,-0.2407842999489458
524.0,2.366412213740458,0.5347878096531662,0.5454686984660109,0.5337030156708491,0.29133720630139015,0.5321450284105422,0.5231534493487209,0.29089490488655323,0.2936154206181778,0.0010847939823170893,0.01176568279516177,0.0,-0.24236580936945895,-0.00155798726030687,-0.010549566322128223,-0.24280811078429587,-0.2400875950526713
528.0,2.3484848484848486,0.5389515554199003,0.5498037745535522,0.5377081967170905,0.29668377424018155,0.5363913675517442,0.5273201666650991,0.29593462195996345,0.29883524215137003,0.0012433587028097826,0.012095577836461757,0.0,-0.24102442247690892,-0.001316829165346256,-0.010388030051991404,-0.24177357475712702,-0.23887295456572044
532.0,2.330827067669173,0.5433190499921441,0.5542223613978525,0.5417743046567374,0.3017132146487711,0.5404584724241492,0.5318455982511878,0.30137309574896687,0.303874719276797,0.0015447453354067164,0.012448056741115154,0.0,-0.24006109000796627,-0.0013158322325881322,-0.009928706405549548,-0.2404012089077705,-0.23789958537994038
536.0,2.3134328358208953,0.5479205557404923,0.55877537784408,0.5459847598752927,0.30661302241184485,0.5451701706275802,0.5366594124954229,0.3063905937042217,0.3090865343865825,0.001935795865199541,0.012790617968787332,0.0,-0.23937173746344786,-0.0008145892477124939,-0.009325347379869786,-0.239594166171071,-0.2368982254887102
540.0,2.2962962962962963,0.5525055895283966,0.5632502243388513,0.5505487879100799,0.31108367894032085,0.5491575333762673,0.5412350897215839,0.311442609805457,0.3140796934975343,0.0019568016183166836,0.012701436428771418,0.0,-0.23946510896975903,-0.0013912545338126137,-0.009313698188496033,-0.23910617810462287,-0.2364690944125456
544.0,2.2794117647058822,0.5569009317572173,0.5679902195083264,0.5552623936486387,0.31540291311852475,0.5539099243213106,0.5460017261680039,0.31649306205044936,0.31885731319782495,0.0016385381085786133,0.01272782585968768,0.0,-0.23985948053011397,-0.0013524693273281319,-0.00926066748063481,-0.23876933159818936,-0.23640508045081376
548.0,2.2627737226277373,0.5616338647561674,0.5763076454671094,0.5596125137048291,0.3197098474518978,0.558375132910885,0.5507905899850152,0.3212294762418466,0.3236115497979033,0.0020213510513382715,0.016695131762280324,0.0,-0.23990266625293133,-0.0012373807939440873,-0.00882192371981394,-0.2383830374629825,-0.23600096390692582
552.0,2.246376811594203,0.5664175464227268,0.579837962707332,0.5642015594244187,0.3239078486220308,0.5626654745936837,0.5558464033660813,0.326111950089762,0.3278369303557067,0.0022159869983080505,0.01563640328291327,0.0,-0.24029371080238793,-0.001536084830735085,-0.008355156058337476,-0.23808960933465673,-0.23636462906871203
556.0,2.2302158273381294,0.5704569935607275,0.5845649348442146,0.5687473189662606,0.32769298147328163,0.5666713413774316,0.5598181893097762,0.3306223673246165,0.3321238491947671,0.0017096745944669145,0.01581761587795394,0.0,-0.241054337492979,-0.0020759775888290477,-0.008929129656484402,-0.23812495164164416,-0.2366234697714935
560.0,2.2142857142857144,0.5743103708704536,0.5882658085764181,0.572630015663101,0.33096061636740703,0.570307597545024,0.5636837031075714,0.33465406523788044,0.3360701553364691,0.0016803552073525463,0.01563579291331707,0.0,-0.24166939929569398,-0.0023224181180769854,-0.008946312555529579,-0.23797595042522057,-0.2365598603266319
564.0,2.198581560283688,0.5780206622616557,0.59174884170951,0.5758190715925389,0.33383116506782695,0.5738325239700395,0.5664509500010102,0.33827289052677845,0.3390228960311059,0.0022015906691168485,0.015929770116971165,0.0,-0.24198790652471192,-0.0019865476224993905,-0.009368121591528666,-0.23754618106576042,-0.23679617556143295
568.0,2.183098591549296,0.5811214371199278,0.5950569084986048,0.5788090571984621,0.33597516458890286,0.5765993733383827,0.5693665903066931,0.34145454172632705,0.3420178717375335,0.0023123799214657126,0.016247851300142724,0.0,-0.24283389260955923,-0.002209683860079359,-0.009442466891768975,-0.23735451547213504,-0.2367911854609286
572.0,2.167832167832168,0.5835337805283405,0.5975744607495661,0.5810334091307037,0.33811643127643953,0.5789319196730356,0.5712869153149998,0.344141220393384,0.34447999061416246,0.0025003713976368136,0.016541051618862435,0.0,-0.24291697785426414,-0.002101489457668082,-0.009746493815703916,-0.23689218873731965,-0.23655341851654121
576.0,2.1527777777777777,0.5845633281406135,0.5980227746586675,0.5827921321408993,0.3400044474424402,0.5805914660210465,0.5724210039047963,0.3472344757120889,0.3472970558395878,0.0017711959997142035,0.015230642517768178,0.0,-0.24278768469845913,-0.002200666119852812,-0.010371128236102978,-0.23555765642881044,-0.2354950763013115
580.0,2.1379310344827585,0.585657285037549,0.5985236960027618,0.5832515041727826,0.34115397448549567,0.5815099026710628,0.5731720878815714,0.3488577010201719,0.34928940320344437,0.0024057808647663936,0.015272191829979187,0.0,-0.24209752968728693,-0.0017416015017197584,-0.01007941629121123,-0.2343938031526107,-0.23396210096933823
584.0,2.1232876712328768,0.5867281463638259,0.5990764373865347,0.5838018972831311,0.342124450586067,0.5818875860161232,0.5741361206421964,0.3500648030494953,0.3506990235466534,0.0029262490806947206,0.015274540103403567,0.0,-0.24167744669706415,-0.0019143112670079176,-0.009665776640934709,-0.23373709423363587,-0.23310287373647776
588.0,2.108843537414966,0.5866144185817757,0.5993382455982657,0.58346553988437,0.34239329401348795,0.5813917895946386,0.5737929946267393,0.3504845595728274,0.3512431168626007,0.003148878697405655,0.015872705713895652,0.0,-0.24107224587088205,-0.0020737502897314464,-0.009672545257630727,-0.23298098031154257,-0.23222242302176932
592.0,2.0945945945945947,0.5857170614142155,0.5983278786393922,0.5827796476693445,0.3425464001338494,0.580351822291167,0.5732123983036213,0.35080285242767517,0.3521409497672523,0.002937413744870998,0.01554823097004765,0.0,-0.24023324753549513,-0.0024278253781775394,-0.009567249365723285,-0.23197679524166936,-0.23063869790209224
596.0,2.0805369127516777,0.5843380857240728,0.5977630762434194,0.5815047768672448,0.34226741545995365,0.5790766574594322,0.5725128338903869,0.35115908257578443,0.35236791749668406,0.0028333088568279763,0.016258299376174623,0.0,-0.23923736140729113,-0.0024281194078126234,-0.008991942976857903,-0.23034569429146035,-0.22913685937056072
600.0,2.066666666666667,0.5825360936619146,0.5962767612573661,0.5796262415932083,0.3411580772083227,0.577277034394879,0.5707348549960807,0.35042983146394957,0.35216028438983926,0.002909852068706309,0.01665051966415776,0.0,-0.2384681643848856,-0.0023492071983293172,-0.008891386597127626,-0.22919641012925873,-0.22746595720336904
604.0,2.052980132450331,0.580547630152578,0.5942695833657836,0.5774403274710902,0.34030896964615853,0.5755289901884832,0.5686611297079149,0.34990666654893765,0.3515787352051587,0.0031073026814878446,0.016829255894693418,0.0,-0.23713135782493167,-0.0019113372826069508,-0.008779197763175262,-0.22753366092215255,-0.2258615922659315
608.0,2.039473684210526,0.5787007267133477,0.5919290679059352,0.5753570071843326,0.33936791773652963,0.5736031747833381,0.5670680775259427,0.34894776479235246,0.35124118885002,0.0033437195290151323,0.016572060721602666,0.0,-0.23598908944780295,-0.0017538324009944706,-0.008288929658389899,-0.22640924239198013,-0.2241158183343126
612.0,2.026143790849673,0.5763131294495716,0.5889446751832252,0.5729576737685975,0.33752400187499965,0.5713253639399842,0.5651586866067206,0.3472384212258013,0.3500132266347724,0.003355455680974062,0.01598700141462772,0.0,-0.23543367189359787,-0.0016323098286132876,-0.00779898716187688,-0.22571925254279623,-0.2229444471338251
616.0,2.012987012987013,0.5733170349357242,0.5858489663086799,0.5696086739839457,0.33541163741868196,0.5682303491780365,0.5618941459476585,0.34550720071129426,0.3480092980214229,0.003708360951778511,0.01624029232473423,0.0,-0.2341970365652637,-0.001378324805909159,-0.007714528036287138,-0.2241014732726514,-0.22159937596252277
620.0,2.0,0.5706980296419677,0.5830954128912471,0.566759703225818,0.33351292863750026,0.5673144829135996,0.5590772199300547,0.3435719633771597,0.3463192385407097,0.003938326416149662,0.016335709665429077,0.0,-0.23324677458831777,0.0005547796877816147,-0.007682483295763376,-0.22318773984865836,-0.22044046468510836
